bc.no,inter,species,cicon,compound,subclass,mol.wt,hydrolysis,timecourse,timepoint,time.unit,baseline.conc,base.error,conc,point.error,error.measure,source.graphno,metab.graphno,metab.measure
1234,235,rat,10511603,3'-O-Methylcatechin,Flavanols,304,?-glucuronidase and sulfatase,TRUE,30,minutes,0,NA,4.9,NA,NA,23306,NA,µmol/L
1234,235,rat,10511603,3'-O-Methylcatechin,Flavanols,304,?-glucuronidase and sulfatase,TRUE,60,minutes,0,NA,6.5,NA,NA,23306,NA,µmol/L
1234,235,rat,10511603,3'-O-Methylcatechin,Flavanols,304,?-glucuronidase and sulfatase,TRUE,120,minutes,0,NA,6.2,NA,NA,23306,NA,µmol/L
1234,235,rat,10511603,3'-O-Methylcatechin,Flavanols,304,?-glucuronidase and sulfatase,TRUE,180,minutes,0,NA,6.2,NA,NA,23306,NA,µmol/L
1234,235,rat,10511603,3'-O-Methylcatechin,Flavanols,304,?-glucuronidase and sulfatase,TRUE,300,minutes,0,NA,4.1,NA,NA,23306,NA,µmol/L
1240,235,rat,10500203,(-)-Epicatechin,Flavanols,290,None,TRUE,30,minutes,0,NA,2.5,NA,NA,23307,NA,µmol/L
1240,235,rat,10500203,(-)-Epicatechin,Flavanols,290,None,TRUE,60,minutes,0,NA,2.5,NA,NA,23307,NA,µmol/L
1240,235,rat,10500203,(-)-Epicatechin,Flavanols,290,None,TRUE,120,minutes,0,NA,2.4,NA,NA,23307,NA,µmol/L
1240,235,rat,10500203,(-)-Epicatechin,Flavanols,290,None,TRUE,180,minutes,0,NA,1.5,NA,NA,23307,NA,µmol/L
1240,235,rat,10500203,(-)-Epicatechin,Flavanols,290,None,TRUE,300,minutes,0,NA,0,NA,NA,23307,NA,µmol/L
1242,235,rat,10500203,(-)-Epicatechin,Flavanols,290,?-glucuronidase and sulfatase,TRUE,30,minutes,0,NA,17,NA,NA,23308,NA,µmol/L
1242,235,rat,10500203,(-)-Epicatechin,Flavanols,290,?-glucuronidase and sulfatase,TRUE,60,minutes,0,NA,21,NA,NA,23308,NA,µmol/L
1242,235,rat,10500203,(-)-Epicatechin,Flavanols,290,?-glucuronidase and sulfatase,TRUE,120,minutes,0,NA,19,NA,NA,23308,NA,µmol/L
1242,235,rat,10500203,(-)-Epicatechin,Flavanols,290,?-glucuronidase and sulfatase,TRUE,180,minutes,0,NA,16,NA,NA,23308,NA,µmol/L
1242,235,rat,10500203,(-)-Epicatechin,Flavanols,290,?-glucuronidase and sulfatase,TRUE,300,minutes,0,NA,10,NA,NA,23308,NA,µmol/L
1247,236,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,None,TRUE,1,hours,0,NA,0,NA,SEM,23601,NA,µmol/L
1247,236,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,None,TRUE,2,hours,0,NA,0,NA,SEM,23601,NA,µmol/L
1247,236,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,None,TRUE,4,hours,0,NA,0,NA,SEM,23601,NA,µmol/L
1247,236,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,None,TRUE,8,hours,0,NA,0,NA,SEM,23601,NA,µmol/L
1247,236,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,None,TRUE,18,hours,0,NA,0,NA,SEM,23601,NA,µmol/L
1259,236,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,sulfatase,TRUE,1,hours,0,NA,1,0.02,SEM,23602,NA,µmol/L
1259,236,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,sulfatase,TRUE,2,hours,0,NA,0.74,0.04,SEM,23602,NA,µmol/L
1259,236,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,sulfatase,TRUE,4,hours,0,NA,0.73,0.03,SEM,23602,NA,µmol/L
1259,236,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,sulfatase,TRUE,8,hours,0,NA,0.3,0.17,SEM,23602,NA,µmol/L
1259,236,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,sulfatase,TRUE,18,hours,0,NA,0,NA,SEM,23602,NA,µmol/L
1271,236,rat,10500203,(-)-Epicatechin,Flavanols,290,None,TRUE,1,hours,0,NA,0,NA,SEM,23603,NA,µmol/L
1271,236,rat,10500203,(-)-Epicatechin,Flavanols,290,None,TRUE,2,hours,0,NA,0,NA,SEM,23603,NA,µmol/L
1271,236,rat,10500203,(-)-Epicatechin,Flavanols,290,None,TRUE,4,hours,0,NA,0,NA,SEM,23603,NA,µmol/L
1271,236,rat,10500203,(-)-Epicatechin,Flavanols,290,None,TRUE,8,hours,0,NA,0,NA,SEM,23603,NA,µmol/L
1271,236,rat,10500203,(-)-Epicatechin,Flavanols,290,None,TRUE,18,hours,0,NA,0,NA,SEM,23603,NA,µmol/L
1277,236,rat,10500203,(-)-Epicatechin,Flavanols,290,sulfatase,TRUE,1,hours,0,NA,0.97,0.14,SEM,23604,NA,µmol/L
1277,236,rat,10500203,(-)-Epicatechin,Flavanols,290,sulfatase,TRUE,2,hours,0,NA,0.67,0.06,SEM,23604,NA,µmol/L
1277,236,rat,10500203,(-)-Epicatechin,Flavanols,290,sulfatase,TRUE,4,hours,0,NA,0.31,0.18,SEM,23604,NA,µmol/L
1277,236,rat,10500203,(-)-Epicatechin,Flavanols,290,sulfatase,TRUE,8,hours,0,NA,0,NA,SEM,23604,NA,µmol/L
1277,236,rat,10500203,(-)-Epicatechin,Flavanols,290,sulfatase,TRUE,18,hours,0,NA,0,NA,SEM,23604,NA,µmol/L
1248,237,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,None,TRUE,1,hours,0,NA,0,NA,SEM,23601,NA,µmol/L
1248,237,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,None,TRUE,2,hours,0,NA,0,NA,SEM,23601,NA,µmol/L
1248,237,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,None,TRUE,4,hours,0,NA,0,NA,SEM,23601,NA,µmol/L
1248,237,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,None,TRUE,8,hours,0,NA,0,NA,SEM,23601,NA,µmol/L
1248,237,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,None,TRUE,18,hours,0,NA,0,NA,SEM,23601,NA,µmol/L
1260,237,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,sulfatase,TRUE,1,hours,0,NA,3.05,0.15,SEM,23602,NA,µmol/L
1260,237,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,sulfatase,TRUE,2,hours,0,NA,2.32,0.25,SEM,23602,NA,µmol/L
1260,237,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,sulfatase,TRUE,4,hours,0,NA,1.92,0.26,SEM,23602,NA,µmol/L
1260,237,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,sulfatase,TRUE,8,hours,0,NA,1.04,0.28,SEM,23602,NA,µmol/L
1260,237,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,sulfatase,TRUE,18,hours,0,NA,0,NA,SEM,23602,NA,µmol/L
1272,237,rat,10500203,(-)-Epicatechin,Flavanols,290,None,TRUE,1,hours,0,NA,0.02,0.01,SEM,23603,NA,µmol/L
1272,237,rat,10500203,(-)-Epicatechin,Flavanols,290,None,TRUE,2,hours,0,NA,0,NA,SEM,23603,NA,µmol/L
1272,237,rat,10500203,(-)-Epicatechin,Flavanols,290,None,TRUE,4,hours,0,NA,0,NA,SEM,23603,NA,µmol/L
1272,237,rat,10500203,(-)-Epicatechin,Flavanols,290,None,TRUE,8,hours,0,NA,0,NA,SEM,23603,NA,µmol/L
1272,237,rat,10500203,(-)-Epicatechin,Flavanols,290,None,TRUE,18,hours,0,NA,0,NA,SEM,23603,NA,µmol/L
1278,237,rat,10500203,(-)-Epicatechin,Flavanols,290,sulfatase,TRUE,1,hours,0,NA,3.21,0.29,SEM,23604,NA,µmol/L
1278,237,rat,10500203,(-)-Epicatechin,Flavanols,290,sulfatase,TRUE,2,hours,0,NA,2.04,0.24,SEM,23604,NA,µmol/L
1278,237,rat,10500203,(-)-Epicatechin,Flavanols,290,sulfatase,TRUE,4,hours,0,NA,1,0.22,SEM,23604,NA,µmol/L
1278,237,rat,10500203,(-)-Epicatechin,Flavanols,290,sulfatase,TRUE,8,hours,0,NA,0.21,0.11,SEM,23604,NA,µmol/L
1278,237,rat,10500203,(-)-Epicatechin,Flavanols,290,sulfatase,TRUE,18,hours,0,NA,0.2,0.11,SEM,23604,NA,µmol/L
1249,238,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,None,TRUE,1,hours,0,NA,0.03,0.02,SEM,23601,NA,µmol/L
1249,238,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,None,TRUE,2,hours,0,NA,0,NA,SEM,23601,NA,µmol/L
1249,238,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,None,TRUE,4,hours,0,NA,0,NA,SEM,23601,NA,µmol/L
1249,238,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,None,TRUE,8,hours,0,NA,0,NA,SEM,23601,NA,µmol/L
1249,238,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,None,TRUE,18,hours,0,NA,0,NA,SEM,23601,NA,µmol/L
1261,238,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,sulfatase,TRUE,1,hours,0,NA,4.5,0.22,SEM,23602,NA,µmol/L
1261,238,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,sulfatase,TRUE,2,hours,0,NA,3.51,0.55,SEM,23602,NA,µmol/L
1261,238,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,sulfatase,TRUE,4,hours,0,NA,1.83,0.33,SEM,23602,NA,µmol/L
1261,238,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,sulfatase,TRUE,8,hours,0,NA,0.7,0.27,SEM,23602,NA,µmol/L
1261,238,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,sulfatase,TRUE,18,hours,0,NA,0.33,0.02,SEM,23602,NA,µmol/L
1273,238,rat,10500203,(-)-Epicatechin,Flavanols,290,None,TRUE,1,hours,0,NA,0.25,0.12,SEM,23603,NA,µmol/L
1273,238,rat,10500203,(-)-Epicatechin,Flavanols,290,None,TRUE,2,hours,0,NA,0.04,0.03,SEM,23603,NA,µmol/L
1273,238,rat,10500203,(-)-Epicatechin,Flavanols,290,None,TRUE,4,hours,0,NA,0,NA,SEM,23603,NA,µmol/L
1273,238,rat,10500203,(-)-Epicatechin,Flavanols,290,None,TRUE,8,hours,0,NA,0,NA,SEM,23603,NA,µmol/L
1273,238,rat,10500203,(-)-Epicatechin,Flavanols,290,None,TRUE,18,hours,0,NA,0,NA,SEM,23603,NA,µmol/L
1279,238,rat,10500203,(-)-Epicatechin,Flavanols,290,sulfatase,TRUE,1,hours,0,NA,4.41,0.5,SEM,23604,NA,µmol/L
1279,238,rat,10500203,(-)-Epicatechin,Flavanols,290,sulfatase,TRUE,2,hours,0,NA,2.84,0.26,SEM,23604,NA,µmol/L
1279,238,rat,10500203,(-)-Epicatechin,Flavanols,290,sulfatase,TRUE,4,hours,0,NA,1.09,0.45,SEM,23604,NA,µmol/L
1279,238,rat,10500203,(-)-Epicatechin,Flavanols,290,sulfatase,TRUE,8,hours,0,NA,0.15,0.12,SEM,23604,NA,µmol/L
1279,238,rat,10500203,(-)-Epicatechin,Flavanols,290,sulfatase,TRUE,18,hours,0,NA,0,NA,SEM,23604,NA,µmol/L
1250,239,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,None,TRUE,1,hours,0,NA,0,NA,SEM,23601,NA,µmol/L
1250,239,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,None,TRUE,2,hours,0,NA,0,NA,SEM,23601,NA,µmol/L
1250,239,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,None,TRUE,4,hours,0,NA,0,NA,SEM,23601,NA,µmol/L
1250,239,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,None,TRUE,8,hours,0,NA,0,NA,SEM,23601,NA,µmol/L
1250,239,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,None,TRUE,18,hours,0,NA,0,NA,SEM,23601,NA,µmol/L
1262,239,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,sulfatase,TRUE,1,hours,0,NA,0.12,0.04,SEM,23602,NA,µmol/L
1262,239,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,sulfatase,TRUE,2,hours,0,NA,0.03,0.02,SEM,23602,NA,µmol/L
1262,239,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,sulfatase,TRUE,4,hours,0,NA,0.02,0.01,SEM,23602,NA,µmol/L
1262,239,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,sulfatase,TRUE,8,hours,0,NA,0,NA,SEM,23602,NA,µmol/L
1262,239,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,sulfatase,TRUE,18,hours,0,NA,0,NA,SEM,23602,NA,µmol/L
1274,239,rat,10500203,(-)-Epicatechin,Flavanols,290,None,TRUE,1,hours,0,NA,0.05,0.03,SEM,23603,NA,µmol/L
1274,239,rat,10500203,(-)-Epicatechin,Flavanols,290,None,TRUE,2,hours,0,NA,0,NA,SEM,23603,NA,µmol/L
1274,239,rat,10500203,(-)-Epicatechin,Flavanols,290,None,TRUE,4,hours,0,NA,0,NA,SEM,23603,NA,µmol/L
1274,239,rat,10500203,(-)-Epicatechin,Flavanols,290,None,TRUE,8,hours,0,NA,0,NA,SEM,23603,NA,µmol/L
1274,239,rat,10500203,(-)-Epicatechin,Flavanols,290,None,TRUE,18,hours,0,NA,0,NA,SEM,23603,NA,µmol/L
1280,239,rat,10500203,(-)-Epicatechin,Flavanols,290,sulfatase,TRUE,1,hours,0,NA,0.35,0.04,SEM,23604,NA,µmol/L
1280,239,rat,10500203,(-)-Epicatechin,Flavanols,290,sulfatase,TRUE,2,hours,0,NA,0.17,0.04,SEM,23604,NA,µmol/L
1280,239,rat,10500203,(-)-Epicatechin,Flavanols,290,sulfatase,TRUE,4,hours,0,NA,0.04,0.02,SEM,23604,NA,µmol/L
1280,239,rat,10500203,(-)-Epicatechin,Flavanols,290,sulfatase,TRUE,8,hours,0,NA,0,NA,SEM,23604,NA,µmol/L
1280,239,rat,10500203,(-)-Epicatechin,Flavanols,290,sulfatase,TRUE,18,hours,0,NA,0,NA,SEM,23604,NA,µmol/L
1251,240,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,None,TRUE,1,hours,0,NA,0.02,0.01,SEM,23601,NA,µmol/L
1251,240,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,None,TRUE,2,hours,0,NA,0,NA,SEM,23601,NA,µmol/L
1251,240,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,None,TRUE,4,hours,0,NA,0,NA,SEM,23601,NA,µmol/L
1251,240,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,None,TRUE,8,hours,0,NA,0,NA,SEM,23601,NA,µmol/L
1251,240,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,None,TRUE,18,hours,0,NA,0,NA,SEM,23601,NA,µmol/L
1263,240,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,sulfatase,TRUE,1,hours,0,NA,1.05,0.05,SEM,23602,NA,µmol/L
1263,240,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,sulfatase,TRUE,2,hours,0,NA,0.77,0.04,SEM,23602,NA,µmol/L
1263,240,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,sulfatase,TRUE,4,hours,0,NA,0.38,0.13,SEM,23602,NA,µmol/L
1263,240,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,sulfatase,TRUE,8,hours,0,NA,0.47,0.12,SEM,23602,NA,µmol/L
1263,240,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,sulfatase,TRUE,18,hours,0,NA,0,NA,SEM,23602,NA,µmol/L
1275,240,rat,10500203,(-)-Epicatechin,Flavanols,290,None,TRUE,1,hours,0,NA,0.19,0.05,SEM,23603,NA,µmol/L
1275,240,rat,10500203,(-)-Epicatechin,Flavanols,290,None,TRUE,2,hours,0,NA,0.02,0.01,SEM,23603,NA,µmol/L
1275,240,rat,10500203,(-)-Epicatechin,Flavanols,290,None,TRUE,4,hours,0,NA,0,NA,SEM,23603,NA,µmol/L
1275,240,rat,10500203,(-)-Epicatechin,Flavanols,290,None,TRUE,8,hours,0,NA,0,NA,SEM,23603,NA,µmol/L
1275,240,rat,10500203,(-)-Epicatechin,Flavanols,290,None,TRUE,18,hours,0,NA,0,NA,SEM,23603,NA,µmol/L
1281,240,rat,10500203,(-)-Epicatechin,Flavanols,290,sulfatase,TRUE,1,hours,0,NA,2.12,0.05,SEM,23604,NA,µmol/L
1281,240,rat,10500203,(-)-Epicatechin,Flavanols,290,sulfatase,TRUE,2,hours,0,NA,1.2,0.06,SEM,23604,NA,µmol/L
1281,240,rat,10500203,(-)-Epicatechin,Flavanols,290,sulfatase,TRUE,4,hours,0,NA,0.4,0.08,SEM,23604,NA,µmol/L
1281,240,rat,10500203,(-)-Epicatechin,Flavanols,290,sulfatase,TRUE,8,hours,0,NA,0,NA,SEM,23604,NA,µmol/L
1281,240,rat,10500203,(-)-Epicatechin,Flavanols,290,sulfatase,TRUE,18,hours,0,NA,0,NA,SEM,23604,NA,µmol/L
1252,241,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,None,TRUE,1,hours,0,NA,0.03,0.02,SEM,23601,NA,µmol/L
1252,241,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,None,TRUE,2,hours,0,NA,0,NA,SEM,23601,NA,µmol/L
1252,241,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,None,TRUE,4,hours,0,NA,0,NA,SEM,23601,NA,µmol/L
1252,241,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,None,TRUE,8,hours,0,NA,0,NA,SEM,23601,NA,µmol/L
1252,241,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,None,TRUE,18,hours,0,NA,0,NA,SEM,23601,NA,µmol/L
1264,241,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,sulfatase,TRUE,1,hours,0,NA,2.49,0.16,SEM,23602,NA,µmol/L
1264,241,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,sulfatase,TRUE,2,hours,0,NA,2.35,0.4,SEM,23602,NA,µmol/L
1264,241,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,sulfatase,TRUE,4,hours,0,NA,1.6,0.24,SEM,23602,NA,µmol/L
1264,241,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,sulfatase,TRUE,8,hours,0,NA,0.69,0.26,SEM,23602,NA,µmol/L
1264,241,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,sulfatase,TRUE,18,hours,0,NA,0,NA,SEM,23602,NA,µmol/L
1276,241,rat,10500203,(-)-Epicatechin,Flavanols,290,None,TRUE,1,hours,0,NA,0.34,0.06,SEM,23603,NA,µmol/L
1276,241,rat,10500203,(-)-Epicatechin,Flavanols,290,None,TRUE,2,hours,0,NA,0.19,0.08,SEM,23603,NA,µmol/L
1276,241,rat,10500203,(-)-Epicatechin,Flavanols,290,None,TRUE,4,hours,0,NA,0.03,0.02,SEM,23603,NA,µmol/L
1276,241,rat,10500203,(-)-Epicatechin,Flavanols,290,None,TRUE,8,hours,0,NA,0,NA,SEM,23603,NA,µmol/L
1276,241,rat,10500203,(-)-Epicatechin,Flavanols,290,None,TRUE,18,hours,0,NA,0,NA,SEM,23603,NA,µmol/L
1282,241,rat,10500203,(-)-Epicatechin,Flavanols,290,sulfatase,TRUE,1,hours,0,NA,5.08,0.43,SEM,23604,NA,µmol/L
1282,241,rat,10500203,(-)-Epicatechin,Flavanols,290,sulfatase,TRUE,2,hours,0,NA,3.76,0.48,SEM,23604,NA,µmol/L
1282,241,rat,10500203,(-)-Epicatechin,Flavanols,290,sulfatase,TRUE,4,hours,0,NA,1.76,0.13,SEM,23604,NA,µmol/L
1282,241,rat,10500203,(-)-Epicatechin,Flavanols,290,sulfatase,TRUE,8,hours,0,NA,0.21,0.11,SEM,23604,NA,µmol/L
1282,241,rat,10500203,(-)-Epicatechin,Flavanols,290,sulfatase,TRUE,18,hours,0,NA,0.02,0.01,SEM,23604,NA,µmol/L
1283,242,rat,10500203,(-)-Epicatechin,Flavanols,290,?-glucuronidase and sulfatase,TRUE,30,minutes,0,NA,0.21,NA,NA,NA,24201,µmol/L
1283,242,rat,10500203,(-)-Epicatechin,Flavanols,290,?-glucuronidase and sulfatase,TRUE,60,minutes,0,NA,0.2,NA,NA,NA,24201,µmol/L
1283,242,rat,10500203,(-)-Epicatechin,Flavanols,290,?-glucuronidase and sulfatase,TRUE,120,minutes,0,NA,0.19,NA,NA,NA,24201,µmol/L
1283,242,rat,10500203,(-)-Epicatechin,Flavanols,290,?-glucuronidase and sulfatase,TRUE,180,minutes,0,NA,0.1,NA,NA,NA,24201,µmol/L
1283,242,rat,10500203,(-)-Epicatechin,Flavanols,290,?-glucuronidase and sulfatase,TRUE,300,minutes,0,NA,0.1,NA,NA,NA,24201,µmol/L
1285,242,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,?-glucuronidase and sulfatase,TRUE,30,minutes,0,NA,0.13,NA,NA,NA,24201,µmol/L
1285,242,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,?-glucuronidase and sulfatase,TRUE,60,minutes,0,NA,0.12,NA,NA,NA,24201,µmol/L
1285,242,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,?-glucuronidase and sulfatase,TRUE,120,minutes,0,NA,0.1,NA,NA,NA,24201,µmol/L
1285,242,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,?-glucuronidase and sulfatase,TRUE,180,minutes,0,NA,0.05,NA,NA,NA,24201,µmol/L
1285,242,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,?-glucuronidase and sulfatase,TRUE,300,minutes,0,NA,0.04,NA,NA,NA,24201,µmol/L
1287,242,rat,10503403,Procyanidin dimer B2,Flavanols,578,?-glucuronidase and sulfatase,TRUE,30,minutes,0,NA,0.5,NA,NA,NA,24201,µmol/L
1287,242,rat,10503403,Procyanidin dimer B2,Flavanols,578,?-glucuronidase and sulfatase,TRUE,60,minutes,0,NA,0.42,NA,NA,NA,24201,µmol/L
1287,242,rat,10503403,Procyanidin dimer B2,Flavanols,578,?-glucuronidase and sulfatase,TRUE,120,minutes,0,NA,0.21,NA,NA,NA,24201,µmol/L
1287,242,rat,10503403,Procyanidin dimer B2,Flavanols,578,?-glucuronidase and sulfatase,TRUE,180,minutes,0,NA,0.15,NA,NA,NA,24201,µmol/L
1287,242,rat,10503403,Procyanidin dimer B2,Flavanols,578,?-glucuronidase and sulfatase,TRUE,300,minutes,0,NA,0.05,NA,NA,NA,24201,µmol/L
1289,243,human,10500603,(-)-Epigallocatechin 3-O-gallate,Flavanols,458,None,TRUE,1,hours,NA,NA,75,NA,SD,NA,NA,nmol/L
1289,243,human,10500603,(-)-Epigallocatechin 3-O-gallate,Flavanols,458,None,TRUE,2,hours,NA,NA,65,NA,SD,NA,NA,nmol/L
1289,243,human,10500603,(-)-Epigallocatechin 3-O-gallate,Flavanols,458,None,TRUE,3,hours,NA,NA,55,NA,SD,NA,NA,nmol/L
1289,243,human,10500603,(-)-Epigallocatechin 3-O-gallate,Flavanols,458,None,TRUE,4,hours,NA,NA,48,NA,SD,NA,NA,nmol/L
1292,244,human,10500103,(+)-Catechin,Flavanols,290,?-glucuronidase and sulfatase,FALSE,NA,hours,NA,NA,NA,NA,SEM,NA,NA,nmol/L
1294,244,human,10511603,3'-O-Methylcatechin,Flavanols,304,?-glucuronidase and sulfatase,FALSE,NA,hours,NA,NA,NA,NA,SEM,NA,NA,nmol/L
1293,245,human,10500103,(+)-Catechin,Flavanols,290,?-glucuronidase and sulfatase,FALSE,NA,hours,NA,NA,NA,NA,SEM,NA,NA,nmol/L
1295,245,human,10511603,3'-O-Methylcatechin,Flavanols,304,?-glucuronidase and sulfatase,FALSE,NA,hours,NA,NA,NA,NA,SEM,NA,NA,nmol/L
1302,247,rat,10511603,3'-O-Methylcatechin,Flavanols,304,?-glucuronidase and sulfatase,FALSE,8,days,NA,NA,NA,NA,SEM,NA,NA,µmol/L
1326,247,rat,30112903,Hippuric acid,Hydroxybenzoic acids,179,?-glucuronidase and sulfatase,FALSE,8,days,0,NA,100,NA,NA,NA,NA,µmol/L
1303,248,rat,10511603,3'-O-Methylcatechin,Flavanols,304,?-glucuronidase and sulfatase,FALSE,8,days,NA,NA,0.31,0.04,SEM,NA,NA,µmol/L
1304,248,rat,10511603,3'-O-Methylcatechin,Flavanols,304,?-glucuronidase and sulfatase,FALSE,8,days,NA,NA,8,1.1,SEM,NA,NA,µmol/L
1327,248,rat,30112903,Hippuric acid,Hydroxybenzoic acids,179,?-glucuronidase and sulfatase,FALSE,8,days,0,NA,115,NA,NA,NA,NA,µmol/L
1300,249,rat,10500103,(+)-Catechin,Flavanols,290,?-glucuronidase and sulfatase,FALSE,8,days,NA,NA,1.3,0.3,SEM,NA,NA,µmol/L
1328,249,rat,30112903,Hippuric acid,Hydroxybenzoic acids,179,?-glucuronidase and sulfatase,FALSE,8,days,0,NA,70,NA,NA,NA,NA,µmol/L
1436,255,rat,30600503,"5-(3',4',-dihydroxyphenyl)-?-valerolactone",Hydroxyphenylpentanoic acids,208,?-glucuronidase and sulfatase,TRUE,0.5,hours,0,NA,0,NA,SD,NA,25501,pmol/mL
1436,255,rat,30600503,"5-(3',4',-dihydroxyphenyl)-?-valerolactone",Hydroxyphenylpentanoic acids,208,?-glucuronidase and sulfatase,TRUE,1,hours,0,NA,0,NA,NA,NA,25501,pmol/mL
1436,255,rat,30600503,"5-(3',4',-dihydroxyphenyl)-?-valerolactone",Hydroxyphenylpentanoic acids,208,?-glucuronidase and sulfatase,TRUE,6,hours,0,NA,214,82,SD,NA,25501,pmol/mL
1436,255,rat,30600503,"5-(3',4',-dihydroxyphenyl)-?-valerolactone",Hydroxyphenylpentanoic acids,208,?-glucuronidase and sulfatase,TRUE,24,hours,0,NA,562,307,SD,NA,25501,pmol/mL
1436,255,rat,30600503,"5-(3',4',-dihydroxyphenyl)-?-valerolactone",Hydroxyphenylpentanoic acids,208,?-glucuronidase and sulfatase,TRUE,48,hours,0,NA,0,NA,SD,NA,25501,pmol/mL
1438,255,rat,30506603,3-Hydroxyphenylpropionic acid,Hydroxyphenylpropanoic acids,166,None,TRUE,0.5,hours,0,NA,0,NA,SD,NA,NA,pmol/mL
1438,255,rat,30506603,3-Hydroxyphenylpropionic acid,Hydroxyphenylpropanoic acids,166,None,TRUE,1,hours,0,NA,0,NA,SD,NA,NA,pmol/mL
1438,255,rat,30506603,3-Hydroxyphenylpropionic acid,Hydroxyphenylpropanoic acids,166,None,TRUE,6,hours,0,NA,323,135,SD,NA,NA,pmol/mL
1438,255,rat,30506603,3-Hydroxyphenylpropionic acid,Hydroxyphenylpropanoic acids,166,None,TRUE,24,hours,0,NA,36,62,SD,NA,NA,pmol/mL
1438,255,rat,30506603,3-Hydroxyphenylpropionic acid,Hydroxyphenylpropanoic acids,166,None,TRUE,48,hours,0,NA,0,NA,SD,NA,NA,pmol/mL
1440,255,rat,10500503,(-)-Epicatechin 3-O-gallate,Flavanols,442,?-glucuronidase and sulfatase,TRUE,0.5,hours,0,NA,233,232,SD,NA,25501,pmol/mL
1440,255,rat,10500503,(-)-Epicatechin 3-O-gallate,Flavanols,442,?-glucuronidase and sulfatase,TRUE,1,hours,0,NA,73,69,SD,NA,25501,pmol/mL
1440,255,rat,10500503,(-)-Epicatechin 3-O-gallate,Flavanols,442,?-glucuronidase and sulfatase,TRUE,6,hours,0,NA,2,2,SD,NA,25501,pmol/mL
