bc.no,inter,species,cicon,compound,subclass,mol.wt,hydrolysis,timecourse,cumulative,source.graphno,metab.graphno,timepoint,timepoint2,timepoint3,timepoint4,timepoint5,time.unit,baseline.conc,baseline.error,conc,conc.error,metab.measure,error.measure
1486,265,human,30600703,"5-(3',4',5'-trihydroxyphenyl)-?-valerolactone",Hydroxyphenylpentanoic acids,224,?-glucuronidase and sulfatase,TRUE,FALSE,26401,NA,24,NA,NA,NA,NA,hours,0,NA,0,NA,µmol/L,NA
1487,264,human,30600503,"5-(3',4',-dihydroxyphenyl)-?-valerolactone",Hydroxyphenylpentanoic acids,208,?-glucuronidase and sulfatase,TRUE,FALSE,26402,NA,3,6,9,18,24,hours,0,NA,2,NA,µmol/L,NA
1487,264,human,30600503,"5-(3',4',-dihydroxyphenyl)-?-valerolactone",Hydroxyphenylpentanoic acids,208,?-glucuronidase and sulfatase,TRUE,FALSE,26402,NA,6,NA,NA,NA,NA,hours,0,NA,4.7,NA,µmol/L,NA
1487,264,human,30600503,"5-(3',4',-dihydroxyphenyl)-?-valerolactone",Hydroxyphenylpentanoic acids,208,?-glucuronidase and sulfatase,TRUE,FALSE,26402,NA,9,NA,NA,NA,NA,hours,0,NA,1.8,NA,µmol/L,NA
1487,264,human,30600503,"5-(3',4',-dihydroxyphenyl)-?-valerolactone",Hydroxyphenylpentanoic acids,208,?-glucuronidase and sulfatase,TRUE,FALSE,26402,NA,18,NA,NA,NA,NA,hours,0,NA,0.5,NA,µmol/L,NA
1487,264,human,30600503,"5-(3',4',-dihydroxyphenyl)-?-valerolactone",Hydroxyphenylpentanoic acids,208,?-glucuronidase and sulfatase,TRUE,FALSE,26402,NA,24,NA,NA,NA,NA,hours,0,NA,0,NA,µmol/L,NA
1488,265,human,30600503,"5-(3',4',-dihydroxyphenyl)-?-valerolactone",Hydroxyphenylpentanoic acids,208,?-glucuronidase and sulfatase,TRUE,FALSE,26402,NA,3,6,9,18,24,hours,0,NA,0,NA,µmol/L,NA
1488,265,human,30600503,"5-(3',4',-dihydroxyphenyl)-?-valerolactone",Hydroxyphenylpentanoic acids,208,?-glucuronidase and sulfatase,TRUE,FALSE,26402,NA,6,NA,NA,NA,NA,hours,0,NA,4,NA,µmol/L,NA
1488,265,human,30600503,"5-(3',4',-dihydroxyphenyl)-?-valerolactone",Hydroxyphenylpentanoic acids,208,?-glucuronidase and sulfatase,TRUE,FALSE,26402,NA,9,NA,NA,NA,NA,hours,0,NA,3,NA,µmol/L,NA
1488,265,human,30600503,"5-(3',4',-dihydroxyphenyl)-?-valerolactone",Hydroxyphenylpentanoic acids,208,?-glucuronidase and sulfatase,TRUE,FALSE,26402,NA,18,NA,NA,NA,NA,hours,0,NA,0,NA,µmol/L,NA
1488,265,human,30600503,"5-(3',4',-dihydroxyphenyl)-?-valerolactone",Hydroxyphenylpentanoic acids,208,?-glucuronidase and sulfatase,TRUE,FALSE,26402,NA,24,NA,NA,NA,NA,hours,0,NA,0,NA,µmol/L,NA
1489,266,human,30600503,"5-(3',4',-dihydroxyphenyl)-?-valerolactone",Hydroxyphenylpentanoic acids,208,?-glucuronidase and sulfatase,TRUE,FALSE,26402,NA,3,6,9,18,24,hours,0,NA,1.7,NA,µmol/L,NA
1489,266,human,30600503,"5-(3',4',-dihydroxyphenyl)-?-valerolactone",Hydroxyphenylpentanoic acids,208,?-glucuronidase and sulfatase,TRUE,FALSE,26402,NA,6,NA,NA,NA,NA,hours,0,NA,4.7,NA,µmol/L,NA
1489,266,human,30600503,"5-(3',4',-dihydroxyphenyl)-?-valerolactone",Hydroxyphenylpentanoic acids,208,?-glucuronidase and sulfatase,TRUE,FALSE,26402,NA,9,NA,NA,NA,NA,hours,0,NA,3.5,NA,µmol/L,NA
1489,266,human,30600503,"5-(3',4',-dihydroxyphenyl)-?-valerolactone",Hydroxyphenylpentanoic acids,208,?-glucuronidase and sulfatase,TRUE,FALSE,26402,NA,18,NA,NA,NA,NA,hours,0,NA,1.8,NA,µmol/L,NA
1489,266,human,30600503,"5-(3',4',-dihydroxyphenyl)-?-valerolactone",Hydroxyphenylpentanoic acids,208,?-glucuronidase and sulfatase,TRUE,FALSE,26402,NA,24,NA,NA,NA,NA,hours,0,NA,0,NA,µmol/L,NA
1490,264,human,30600803,"5-(3',5'-dihydroxyphenyl)-?-valerolactone",Hydroxyphenylpentanoic acids,208,?-glucuronidase and sulfatase,TRUE,FALSE,26403,NA,3,6,9,18,24,hours,0,NA,0.4,NA,µmol/L,NA
1490,264,human,30600803,"5-(3',5'-dihydroxyphenyl)-?-valerolactone",Hydroxyphenylpentanoic acids,208,?-glucuronidase and sulfatase,TRUE,FALSE,26403,NA,6,NA,NA,NA,NA,hours,0,NA,2,NA,µmol/L,NA
1490,264,human,30600803,"5-(3',5'-dihydroxyphenyl)-?-valerolactone",Hydroxyphenylpentanoic acids,208,?-glucuronidase and sulfatase,TRUE,FALSE,26403,NA,9,NA,NA,NA,NA,hours,0,NA,3.8,NA,µmol/L,NA
1490,264,human,30600803,"5-(3',5'-dihydroxyphenyl)-?-valerolactone",Hydroxyphenylpentanoic acids,208,?-glucuronidase and sulfatase,TRUE,FALSE,26403,NA,18,NA,NA,NA,NA,hours,0,NA,3.9,NA,µmol/L,NA
1490,264,human,30600803,"5-(3',5'-dihydroxyphenyl)-?-valerolactone",Hydroxyphenylpentanoic acids,208,?-glucuronidase and sulfatase,TRUE,FALSE,26403,NA,24,NA,NA,NA,NA,hours,0,NA,0,NA,µmol/L,NA
1491,265,human,30600803,"5-(3',5'-dihydroxyphenyl)-?-valerolactone",Hydroxyphenylpentanoic acids,208,?-glucuronidase and sulfatase,TRUE,FALSE,26403,NA,3,6,9,18,24,hours,0,NA,0,NA,µmol/L,NA
1491,265,human,30600803,"5-(3',5'-dihydroxyphenyl)-?-valerolactone",Hydroxyphenylpentanoic acids,208,?-glucuronidase and sulfatase,TRUE,FALSE,26403,NA,6,NA,NA,NA,NA,hours,0,NA,3.8,NA,µmol/L,NA
1491,265,human,30600803,"5-(3',5'-dihydroxyphenyl)-?-valerolactone",Hydroxyphenylpentanoic acids,208,?-glucuronidase and sulfatase,TRUE,FALSE,26403,NA,9,NA,NA,NA,NA,hours,0,NA,6.6,NA,µmol/L,NA
1491,265,human,30600803,"5-(3',5'-dihydroxyphenyl)-?-valerolactone",Hydroxyphenylpentanoic acids,208,?-glucuronidase and sulfatase,TRUE,FALSE,26403,NA,18,NA,NA,NA,NA,hours,0,NA,0,NA,µmol/L,NA
1491,265,human,30600803,"5-(3',5'-dihydroxyphenyl)-?-valerolactone",Hydroxyphenylpentanoic acids,208,?-glucuronidase and sulfatase,TRUE,FALSE,26403,NA,24,NA,NA,NA,NA,hours,0,NA,0,NA,µmol/L,NA
1526,273,human,10501203,Theaflavin,Flavanols,564,?-glucuronidase and sulfatase,TRUE,FALSE,NA,NA,1,2,4,7,24,hours,0,NA,1.25,NA,µg/L,NA
1526,273,human,10501203,Theaflavin,Flavanols,564,?-glucuronidase and sulfatase,TRUE,FALSE,NA,NA,2,NA,NA,NA,NA,hours,0,NA,2.4,NA,µg/L,NA
1526,273,human,10501203,Theaflavin,Flavanols,564,?-glucuronidase and sulfatase,TRUE,FALSE,NA,NA,4,NA,NA,NA,NA,hours,0,NA,2.05,NA,µg/L,NA
1526,273,human,10501203,Theaflavin,Flavanols,564,?-glucuronidase and sulfatase,TRUE,FALSE,NA,NA,7,NA,NA,NA,NA,hours,0,NA,0.2,NA,µg/L,NA
1526,273,human,10501203,Theaflavin,Flavanols,564,?-glucuronidase and sulfatase,TRUE,FALSE,NA,NA,24,NA,NA,NA,NA,hours,0,NA,0,NA,µg/L,NA
1536,274,human,30112903,Hippuric acid,Hydroxybenzoic acids,179,None,FALSE,TRUE,NA,NA,4,NA,NA,NA,NA,days,NA,NA,4.22,NA,mmol,NA
1537,275,human,30112903,Hippuric acid,Hydroxybenzoic acids,179,None,FALSE,TRUE,NA,NA,4,NA,NA,NA,NA,days,NA,NA,3.75,NA,mmol,NA
1538,276,human,30112903,Hippuric acid,Hydroxybenzoic acids,179,None,FALSE,TRUE,NA,NA,4,NA,NA,NA,NA,days,NA,NA,1.89,NA,mmol,NA
1543,277,human,10511303,4'-O-Methyl-(-)-epicatechin 3'-O-glucuronide,Flavanols,480,None,FALSE,TRUE,NA,NA,8,NA,NA,NA,NA,hours,NA,NA,11.2,NA,mg,NA
1551,280,human,30103403,Benzoic acid,Hydroxybenzoic acids,122,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,12,2,µmol/24h,SEM
1552,281,human,30103403,Benzoic acid,Hydroxybenzoic acids,122,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,8,1,µmol/24h,SEM
1553,282,human,30103403,Benzoic acid,Hydroxybenzoic acids,122,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,9,2,µmol/24h,SEM
1554,283,human,30103403,Benzoic acid,Hydroxybenzoic acids,122,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,8,2,µmol/24h,SEM
1555,280,human,30103803,"2,4-Dihydroxybenzoic acid",Hydroxybenzoic acids,154,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,13,2,µmol/24h,SEM
1556,281,human,30103803,"2,4-Dihydroxybenzoic acid",Hydroxybenzoic acids,154,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,15,3,µmol/24h,SEM
1557,282,human,30103803,"2,4-Dihydroxybenzoic acid",Hydroxybenzoic acids,154,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,16,2,µmol/24h,SEM
1558,283,human,30103803,"2,4-Dihydroxybenzoic acid",Hydroxybenzoic acids,154,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,15,3,µmol/24h,SEM
1559,280,human,30100203,Protocatechuic acid,Hydroxybenzoic acids,154,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,27,5,µmol/24h,SEM
1560,281,human,30100203,Protocatechuic acid,Hydroxybenzoic acids,154,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,12,2,µmol/24h,SEM
1561,282,human,30100203,Protocatechuic acid,Hydroxybenzoic acids,154,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,13,1,µmol/24h,SEM
1562,283,human,30100203,Protocatechuic acid,Hydroxybenzoic acids,154,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,10,1,µmol/24h,SEM
1563,280,human,30107803,"3,5-Dihydroxybenzoic acid",Hydroxybenzoic acids,154,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,42,4,µmol/24h,SEM
1564,281,human,30107803,"3,5-Dihydroxybenzoic acid",Hydroxybenzoic acids,154,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,48,5,µmol/24h,SEM
1565,282,human,30107803,"3,5-Dihydroxybenzoic acid",Hydroxybenzoic acids,154,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,47,4,µmol/24h,SEM
1566,283,human,30107803,"3,5-Dihydroxybenzoic acid",Hydroxybenzoic acids,154,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,45,5,µmol/24h,SEM
1567,280,human,30100903,4-Hydroxybenzoic acid,Hydroxybenzoic acids,138,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,29,3,µmol/24h,SEM
1568,281,human,30100903,4-Hydroxybenzoic acid,Hydroxybenzoic acids,138,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,27,3,µmol/24h,SEM
1569,282,human,30100903,4-Hydroxybenzoic acid,Hydroxybenzoic acids,138,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,29,4,µmol/24h,SEM
1570,283,human,30100903,4-Hydroxybenzoic acid,Hydroxybenzoic acids,138,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,29,3,µmol/24h,SEM
1571,280,human,30103603,3-Hydroxybenzoic acid,Hydroxybenzoic acids,138,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,6.3,0.8,µmol/24h,SEM
1572,281,human,30103603,3-Hydroxybenzoic acid,Hydroxybenzoic acids,138,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,68,1.3,µmol/24h,SEM
1573,281,human,30100303,Gallic acid,Hydroxybenzoic acids,170,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,7,1,µmol/24h,SEM
1574,280,human,30102003,Syringic acid,Hydroxybenzoic acids,198,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,13.6,2.2,µmol/24h,SEM
1575,281,human,30102003,Syringic acid,Hydroxybenzoic acids,198,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,6.2,0.7,µmol/24h,SEM
1576,282,human,30102003,Syringic acid,Hydroxybenzoic acids,198,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,8.3,1.9,µmol/24h,SEM
1577,283,human,30102003,Syringic acid,Hydroxybenzoic acids,198,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,6.7,0.6,µmol/24h,SEM
1578,280,human,30112903,Hippuric acid,Hydroxybenzoic acids,179,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,8100,800,µmol/24h,SEM
1579,281,human,30112903,Hippuric acid,Hydroxybenzoic acids,179,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,4400,400,µmol/24h,SEM
1580,282,human,30112903,Hippuric acid,Hydroxybenzoic acids,179,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,2700,200,µmol/24h,SEM
1581,283,human,30112903,Hippuric acid,Hydroxybenzoic acids,179,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,2500,200,µmol/24h,SEM
1582,280,human,30100403,Vanillic acid,Hydroxybenzoic acids,168,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,102,16,µmol/24h,SEM
1583,281,human,30100403,Vanillic acid,Hydroxybenzoic acids,168,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,69,6,µmol/24h,SEM
1584,282,human,30100403,Vanillic acid,Hydroxybenzoic acids,168,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,80,10,µmol/24h,SEM
1585,283,human,30100403,Vanillic acid,Hydroxybenzoic acids,168,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,85,16,µmol/24h,SEM
1586,280,human,30112803,2-Hydroxyhippuric acid,Hydroxybenzoic acids,195,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,9.2,1.5,µmol/24h,SEM
1587,281,human,30112803,2-Hydroxyhippuric acid,Hydroxybenzoic acids,195,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,9.7,1.4,µmol/24h,SEM
1588,282,human,30112803,2-Hydroxyhippuric acid,Hydroxybenzoic acids,195,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,6.2,1.2,µmol/24h,SEM
1589,283,human,30112803,2-Hydroxyhippuric acid,Hydroxybenzoic acids,195,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,5.5,0.6,µmol/24h,SEM
1590,280,human,30306603,Phenylacetic acid,Hydroxyphenylacetic acids,152,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,20,4,µmol/24h,SEM
1591,281,human,30306603,Phenylacetic acid,Hydroxyphenylacetic acids,152,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,21,5,µmol/24h,SEM
1592,282,human,30306603,Phenylacetic acid,Hydroxyphenylacetic acids,152,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,22,4,µmol/24h,SEM
1593,283,human,30306603,Phenylacetic acid,Hydroxyphenylacetic acids,152,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,18,4,µmol/24h,SEM
1594,280,human,30306103,2-Hydroxyphenylacetic acid,Hydroxyphenylacetic acids,152,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,80,0.6,µmol/24h,SEM
1595,281,human,30306103,2-Hydroxyphenylacetic acid,Hydroxyphenylacetic acids,152,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,6.5,0.6,µmol/24h,SEM
1596,282,human,30306103,2-Hydroxyphenylacetic acid,Hydroxyphenylacetic acids,152,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,8.2,0.6,µmol/24h,SEM
1597,283,human,30306103,2-Hydroxyphenylacetic acid,Hydroxyphenylacetic acids,152,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,8.4,0.5,µmol/24h,SEM
1598,280,human,30306003,3-Hydroxyphenylacetic acid,Hydroxyphenylacetic acids,152,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,18,2,µmol/24h,SEM
1599,281,human,30306003,3-Hydroxyphenylacetic acid,Hydroxyphenylacetic acids,152,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,68,6,µmol/24h,SEM
1600,282,human,30306003,3-Hydroxyphenylacetic acid,Hydroxyphenylacetic acids,152,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,259,51,µmol/24h,SEM
1601,283,human,30306003,3-Hydroxyphenylacetic acid,Hydroxyphenylacetic acids,152,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,21,3,µmol/24h,SEM
1602,280,human,30305003,4-Hydroxyphenylacetic acid,Hydroxyphenylacetic acids,152,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,160,10,µmol/24h,SEM
1603,281,human,30305003,4-Hydroxyphenylacetic acid,Hydroxyphenylacetic acids,152,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,170,20,µmol/24h,SEM
1604,282,human,30305003,4-Hydroxyphenylacetic acid,Hydroxyphenylacetic acids,152,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,150,20,µmol/24h,SEM
1605,283,human,30305003,4-Hydroxyphenylacetic acid,Hydroxyphenylacetic acids,152,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,160,20,µmol/24h,SEM
1606,280,human,30304803,"3,4-Dihydroxyphenylacetic acid",Hydroxyphenylacetic acids,168,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,24,2,µmol/24h,SEM
1607,281,human,30304803,"3,4-Dihydroxyphenylacetic acid",Hydroxyphenylacetic acids,168,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,26,2,µmol/24h,SEM
1608,282,human,30304803,"3,4-Dihydroxyphenylacetic acid",Hydroxyphenylacetic acids,168,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,52,6,µmol/24h,SEM
1609,283,human,30304803,"3,4-Dihydroxyphenylacetic acid",Hydroxyphenylacetic acids,168,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,19,1,µmol/24h,SEM
1610,280,human,30305203,Homovanillic acid,Hydroxyphenylacetic acids,182,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,41,3,µmol/24h,SEM
1611,281,human,30305203,Homovanillic acid,Hydroxyphenylacetic acids,182,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,54,4,µmol/24h,SEM
1612,282,human,30305203,Homovanillic acid,Hydroxyphenylacetic acids,182,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,103,15,µmol/24h,SEM
1613,283,human,30305203,Homovanillic acid,Hydroxyphenylacetic acids,182,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,52,3,µmol/24h,SEM
1614,280,human,30200503,Caffeic acid,Hydroxycinnamic acids,180,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,56,8,µmol/24h,SEM
1615,280,human,30201303,m-Coumaric acid,Hydroxycinnamic acids,164,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,20,3,µmol/24h,SEM
1616,280,human,30200103,p-Coumaric acid,Hydroxycinnamic acids,164,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,4.2,0.5,µmol/24h,SEM
1617,283,human,30200103,p-Coumaric acid,Hydroxycinnamic acids,164,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,3.5,0.3,µmol/24h,SEM
1618,280,human,30306803,2-Hydroxy-2-phenylacetic acid,Hydroxyphenylacetic acids,152,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,6,1,µmol/24h,SEM
1619,281,human,30306803,2-Hydroxy-2-phenylacetic acid,Hydroxyphenylacetic acids,152,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,7,2,µmol/24h,SEM
1620,282,human,30306803,2-Hydroxy-2-phenylacetic acid,Hydroxyphenylacetic acids,152,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,6,1,µmol/24h,SEM
1621,283,human,30306803,2-Hydroxy-2-phenylacetic acid,Hydroxyphenylacetic acids,152,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,5,1,µmol/24h,SEM
1622,280,human,30200803,Ferulic acid,Hydroxycinnamic acids,194,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,71,6,µmol/24h,SEM
1623,281,human,30200803,Ferulic acid,Hydroxycinnamic acids,194,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,34,4,µmol/24h,SEM
1624,282,human,30200803,Ferulic acid,Hydroxycinnamic acids,194,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,27,3,µmol/24h,SEM
1625,283,human,30200803,Ferulic acid,Hydroxycinnamic acids,194,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,26,3,µmol/24h,SEM
1626,280,human,30203303,5-Caffeoylquinic acid,Hydroxycinnamic acids,354,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,100,20,µmol/24h,SEM
1627,282,human,30202203,Sinapic acid,Hydroxycinnamic acids,224,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,26,0.5,µmol/24h,SEM
1628,283,human,30202203,Sinapic acid,Hydroxycinnamic acids,224,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,2.8,0.5,µmol/24h,SEM
1629,280,human,30506303,Dihydrocaffeic acid,Hydroxyphenylpropanoic acids,182,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,weeks,NA,NA,97,16,µmol/24h,SEM
1634,285,human,30100403,Vanillic acid,Hydroxybenzoic acids,168,?-glucuronidase and sulfatase,TRUE,FALSE,NA,28501,3,6,9,24,48,hours,90,NA,890,NA,nmol/g creatinine,NA
1634,285,human,30100403,Vanillic acid,Hydroxybenzoic acids,168,?-glucuronidase and sulfatase,TRUE,FALSE,NA,28501,6,NA,NA,NA,NA,hours,90,NA,300,NA,nmol/g creatinine,NA
1634,285,human,30100403,Vanillic acid,Hydroxybenzoic acids,168,?-glucuronidase and sulfatase,TRUE,FALSE,NA,28501,9,NA,NA,NA,NA,hours,90,NA,95,NA,nmol/g creatinine,NA
1634,285,human,30100403,Vanillic acid,Hydroxybenzoic acids,168,?-glucuronidase and sulfatase,TRUE,FALSE,NA,28501,24,NA,NA,NA,NA,hours,90,NA,100,NA,nmol/g creatinine,NA
1634,285,human,30100403,Vanillic acid,Hydroxybenzoic acids,168,?-glucuronidase and sulfatase,TRUE,FALSE,NA,28501,48,NA,NA,NA,NA,hours,90,NA,100,NA,nmol/g creatinine,NA
1635,285,human,30112903,Hippuric acid,Hydroxybenzoic acids,179,?-glucuronidase and sulfatase,TRUE,FALSE,NA,28602,24,48,NA,NA,NA,hours,2943,1923,974,115,nmol/g creatinine,SEM
1635,285,human,30112903,Hippuric acid,Hydroxybenzoic acids,179,?-glucuronidase and sulfatase,TRUE,FALSE,NA,28602,48,NA,NA,NA,NA,hours,2943,1923,887,94,nmol/g creatinine,SEM
1636,285,human,30304803,"3,4-Dihydroxyphenylacetic acid",Hydroxyphenylacetic acids,168,?-glucuronidase and sulfatase,TRUE,FALSE,NA,28501,3,6,9,24,48,hours,18,NA,17,NA,nmol/g creatinine,NA
1636,285,human,30304803,"3,4-Dihydroxyphenylacetic acid",Hydroxyphenylacetic acids,168,?-glucuronidase and sulfatase,TRUE,FALSE,NA,28501,6,NA,NA,NA,NA,hours,18,NA,19,NA,nmol/g creatinine,NA
